Province,Commune,Nom Etab,Categorie,Nom Complet
Fes,Saiss (Ar),Monfleuri,CSU,Centre de santé urbain
Fes,Zouagha (Ar),Zouagha Haut,CSU,Centre de santé urbain
Fes,Fes-Medina (Ar),Lamsallah,CSU,Centre de santé urbain
Fes,Oulad Tayeb,Oulad Tayeb III,DR,Dispensaire Rural
Figuig,Bouanane,Ambaj,DR,Dispensaire Rural
Figuig,Bouanane,Tamlilt,DR,Dispensaire Rural
Figuig,Talsint,Chaib,DR,Dispensaire Rural
Figuig,Bouchaouene,Ait Meziane,DR,Dispensaire Rural
Figuig,Tendrara,Traride,DR,Dispensaire Rural
Figuig,Figuig,Figuig,CSUA,Centre de santé urbain avec module d'accouchement
Figuig,Figuig,Zenaga,CSU,Centre de santé urbain
Figuig,Bouarfa,Bouarfa,CSU,Centre de santé urbain
Figuig,Bouarfa,Vllage Toba,CSU,Centre de santé urbain
Figuig,Bni Tadjite,Bni Tadjite,CSCA,Centre de santé communal avec module d'accouchement
Figuig,Bni Tadjite,Ait Hmad Ou Haddou,DR,Dispensaire Rural
Figuig,Bni Tadjite,Taguitount,DR,Dispensaire Rural
Figuig,Bouanane,Bouanane,CSCA,Centre de santé communal avec module d'accouchement
Figuig,Ain Chair,Ain Chair,DR,Dispensaire Rural
Figuig,Ain Chouater,Ain Chouater,CSCA,Centre de santé communal avec module d'accouchement
Figuig,Boumerieme,Taoura,CSC,Centre de santé communal
Figuig,Boumerieme,Aghmat,DR,Dispensaire Rural
Figuig,Talsint,Talsint,CSCA,Centre de santé communal avec module d'accouchement
Figuig,Talsint,Ait Idir,DR,Dispensaire Rural
Figuig,Bouchaouene,Anoual,CSC,Centre de santé communal
Figuig,Bni Guil,Bni Guil,CSC,Centre de santé communal
Figuig,Bni Guil,Ich,DR,Dispensaire Rural
Figuig,Bni Guil,El Mangoub,DR,Dispensaire Rural
Figuig,Abbou Lakhal,Abbou Lakhal,CSC,Centre de santé communal
Figuig,Maatarka,Maatarka,CSC,Centre de santé communal
Figuig,Tendrara,Tendrara,CSCA,Centre de santé communal avec module d'accouchement
Figuig,Bouanane,El Hirch,DR,Dispensaire Rural
Fkih Ben Saleh,Oulad Ayad,Oulad Ayad,CSUA,Centre de santé urbain avec module d'accouchement
Fkih Ben Saleh,Dar Ould Zidouh,Dar Ouald Zidouh,CSCA,Centre de santé communal avec module d'accouchement
Fkih Ben Saleh,Dar Ould Zidouh,Lahlaf,DR,Dispensaire Rural
Fkih Ben Saleh,Dar Ould Zidouh,Lamgharir,DR,Dispensaire Rural
Fkih Ben Saleh,Had Boumoussa,Had Boumoussa,CSC,Centre de santé communal
Fkih Ben Saleh,Had Boumoussa,Tarmest,DR,Dispensaire Rural
Fkih Ben Saleh,Had Boumoussa,Oulad Mbarek,DR,Dispensaire Rural
Fkih Ben Saleh,Had Boumoussa,Lamrabtia,DR,Dispensaire Rural
Fkih Ben Saleh,Sidi Hammadi,Krazza,DR,Dispensaire Rural
Fkih Ben Saleh,Oulad Bourahmoune,Od BOUAZZA,CSC,Centre de santé communal
Fkih Ben Saleh,Oulad Bourahmoune,Rouajeh,DR,Dispensaire Rural
Fkih Ben Saleh,Oulad Nacer,Ait Rami,CSC,Centre de santé communal
Fkih Ben Saleh,Oulad Nacer,Od ILLOUL,DR,Dispensaire Rural
Fkih Ben Saleh,Oulad Nacer,Khlalta,DR,Dispensaire Rural
Fkih Ben Saleh,Sidi Aissa Ben Ali,S. Aissa Ben Ali,CSCA,Centre de santé communal avec module d'accouchement
Fkih Ben Saleh,Oulad Zmam,Od ZMAME,CSC,Centre de santé communal
Fkih Ben Saleh,Oulad Zmam,Bouaker,DR,Dispensaire Rural
Fkih Ben Saleh,Oulad Zmam,Lamrabta,DR,Dispensaire Rural
Fkih Ben Saleh,Hel Merbaa,Hel Merbaa,CSC,Centre de santé communal
Fkih Ben Saleh,Hel Merbaa,Od RGUIA,DR,Dispensaire Rural
Fkih Ben Saleh,Hel Merbaa,Od YAALA,DR,Dispensaire Rural
Fkih Ben Saleh,Krifate,Krifate,CSC,Centre de santé communal
Fkih Ben Saleh,Al Khalfia,Oulad Hassoun,CSC,Centre de santé communal
Fkih Ben Saleh,Al Khalfia,Oulad Abdellah,DR,Dispensaire Rural
Fkih Ben Saleh,Al Khalfia,Od NEJAA,DR,Dispensaire Rural
Fkih Ben Saleh,Al Khalfia,Chorfa,DR,Dispensaire Rural
Fkih Ben Saleh,Bradia,Bradia,CSCA,Centre de santé communal avec module d'accouchement
Fkih Ben Saleh,Bradia,Od ALI EL OUED,DR,Dispensaire Rural
Fkih Ben Saleh,Bradia,Od DRISS,DR,Dispensaire Rural
Fkih Ben Saleh,Bradia,Hal Souss,DR,Dispensaire Rural
Fkih Ben Saleh,Bni Chegdale,Bni Chegdale,CSC,Centre de santé communal
Fkih Ben Saleh,Bni Chegdale,Od ALI DHIRATE,DR,Dispensaire Rural
Fkih Ben Saleh,Bni Oukil,Bni Oukil,CSCA,Centre de santé communal avec module d'accouchement
Fkih Ben Saleh,Bni Oukil,Jbala,DR,Dispensaire Rural
Fkih Ben Saleh,Bni Oukil,Krarma (Chhoub),DR,Dispensaire Rural
Fkih Ben Saleh,Bni Oukil,Od ZIANE,DR,Dispensaire Rural
Fkih Ben Saleh,Souk Sebt Oulad Nemma,Souk Sebt,CSUA,Centre de santé urbain avec module d'accouchement
Fkih Ben Saleh,Souk Sebt Oulad Nemma,Chtioui,CSU,Centre de santé urbain
Fkih Ben Saleh,Fquih Ben Salah,Jamila,CSU,Centre de santé urbain
Fkih Ben Saleh,Fquih Ben Salah,Kouacem,CSU,Centre de santé urbain
Guelmim,Guelmim,Guelmim,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Guelmim,Bouizakarne,Bouizakaren,HL,HL
Guelmim,Guelmim,Guelmim,CSU,Centre de santé urbain
Guelmim,Guelmim,Hay Touflite,CSU,Centre de santé urbain
Guelmim,Guelmim,Hay El Massira,CSU,Centre de santé urbain
Guelmim,Guelmim,Amherich,CSU,Centre de santé urbain
Guelmim,Guelmim,Guelmim,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Guelmim,Guelmim,Guelmim,CRPF,CRPF
Guelmim,Bouizakarne,Bouizakarne,CSU,Centre de santé urbain
Guelmim,Tagante,Tagante,DR,Dispensaire Rural
Guelmim,Ait Boufoulen,Ait Boufoulne,CSC,Centre de santé communal
Guelmim,Ifrane Atlas Saghir,Ifrane,CSCA,Centre de santé communal avec module d'accouchement
Guelmim,Ifrane Atlas Saghir,Amsra,DR,Dispensaire Rural
Guelmim,Ifrane Atlas Saghir,Tankerte,DR,Dispensaire Rural
Guelmim,Timoulay,Timoulay,DR,Dispensaire Rural
Guelmim,Timoulay,Tislane,DR,Dispensaire Rural
Guelmim,Taghjijt,Taghjicht,CSCA,Centre de santé communal avec module d'accouchement
Guelmim,Taghjijt,Tainzerte,DR,Dispensaire Rural
Guelmim,Aday,Aday,CSC,Centre de santé communal
Guelmim,Aday,Lalla Melouka,DR,Dispensaire Rural
Guelmim,Amtdi,Amtoudi,CSC,Centre de santé communal
Guelmim,Asrir,Asrir,CSC,Centre de santé communal
Guelmim,Asrir,Tighmerte,DR,Dispensaire Rural
Guelmim,Aferkat,Afrket,DR,Dispensaire Rural
Guelmim,Fask,Fask,CSCA,Centre de santé communal avec module d'accouchement
Guelmim,Fask,Taidalt,DR,Dispensaire Rural
Guelmim,Fask,El Borj,DR,Dispensaire Rural
Guelmim,Tiglit,Tiglite,DR,Dispensaire Rural
Guelmim,Laqsabi Tagoust,Ksabi,CSCA,Centre de santé communal avec module d'accouchement
Guelmim,Abaynou,Abainou,CSC,Centre de santé communal
Guelmim,Abaynou,Toutline,DR,Dispensaire Rural
Guelmim,Abaynou,Iguissel,DR,Dispensaire Rural
Guelmim,Labyar,Labiar,CSC,Centre de santé communal
Guelmim,Rass Oumlil,Ras Oumlil,CSC,Centre de santé communal
Guelmim,Echatea El Abied,Ain Rehma,DR,Dispensaire Rural
Guelmim,Targa Wassay,Targa Ouassay,CSC,Centre de santé communal
Guelmim,Taghjijt,Targuamait,DR,Dispensaire Rural
Guelmim,Guelmim,Lagramez,CSU,Centre de santé urbain
Guelmim,Guelmim,L'Louh,CSU,Centre de santé urbain
Guelmim,Guelmim,Tayert,CSU,Centre de santé urbain
Guelmim,Echatea El Abied,Chatia Labyad,CSC,Centre de santé communal
Guelmim,Taliouine Assaka,Taliouine,CSC,Centre de santé communal
Guercif,Guercif,S.Moha B.Ahmed,CSU,Centre de santé urbain
Guercif,Guercif,Nougd      ,CSU,Centre de santé urbain
Guercif,Oulad Bourima,Oulad Bourima,CSC,Centre de santé communal
Guercif,Mazguitam,Mazguitam  ,CSCA,Centre de santé communal avec module d'accouchement
Guercif,Ras Laksar,Ras Laksar (Zebzit),CSC,Centre de santé communal
Guercif,Assebbab,Sebab,CSC,Centre de santé communal
Guercif,Assebbab,Bourached,DR,Dispensaire Rural
Guercif,Barkine,Barkine,CSCA,Centre de santé communal avec module d'accouchement
Guercif,Barkine,Tamjilte  ,DR,Dispensaire Rural
Guercif,Barkine,Bni Mekbal,DR,Dispensaire Rural
Guercif,Barkine,Bni Bouyaloul,DR,Dispensaire Rural
Guercif,Houara Oulad Raho,Houara,CSC,Centre de santé communal
Guercif,Taddart,Taddart,CSCA,Centre de santé communal avec module d'accouchement
Guercif,Taddart,Sefsafate (Tirhza),DR,Dispensaire Rural
Guercif,Lamrija,Lamrija,CSCA,Centre de santé communal avec module d'accouchement
Guercif,Lamrija,Rchida,DR,Dispensaire Rural
Guercif,Saka,Saka,CSCA,Centre de santé communal avec module d'accouchement
Guercif,Saka,Hassi Ouanazga,DR,Dispensaire Rural
Guercif,Guercif,Ghiyata,CSU,Centre de santé urbain
Ifrane,Azrou,Tarik,CSU,Centre de santé urbain
Ifrane,Azrou,Sidi Assou,CSU,Centre de santé urbain
Ifrane,Azrou,Ahadaf,CSU,Centre de santé urbain
Ifrane,Ifrane,Atlas,CSU,Centre de santé urbain
Ifrane,Ifrane,Ifrane,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Ifrane,Ifrane,Hay Essalam,CSUA,Centre de santé urbain avec module d'accouchement
Ifrane,Tizguite,Sidi Abdeslam,CSCA,Centre de santé communal avec module d'accouchement
Ifrane,Tizguite,Ain Lahnach,DR,Dispensaire Rural
Ifrane,Tizguite,Sidi Brahim,DR,Dispensaire Rural
Ifrane,Dayat Aoua,Dayat Aoua,CSCA,Centre de santé communal avec module d'accouchement
Ifrane,Dayat Aoua,Dayet Hachlaf,DR,Dispensaire Rural
Ifrane,Ben Smim,Ben Smim,DR,Dispensaire Rural
Ifrane,Ben Smim,Ougmes,DR,Dispensaire Rural
Ifrane,Tigrigra,A. Yahia Ou Alla,CSCA,Centre de santé communal avec module d'accouchement
Ifrane,Timahdite,Timahdite,CSCA,Centre de santé communal avec module d'accouchement
Ifrane,Ain Leuh,Ain-Leuh,CSCA,Centre de santé communal avec module d'accouchement
Ifrane,Ain Leuh,Toufaselt,DR,Dispensaire Rural
Ifrane,Ain Leuh,Bouharch,DR,Dispensaire Rural
Ifrane,Oued Ifrane,Oued Ifrane,CSC,Centre de santé communal
Ifrane,Oued Ifrane,Assaka,DR,Dispensaire Rural
Ifrane,Oued Ifrane,Amghass,DR,Dispensaire Rural
Ifrane,Oued Ifrane,Zaouit Ifrane,DR,Dispensaire Rural
Ifrane,Oued Ifrane,Zad,DR,Dispensaire Rural
Ifrane,Sidi El Makhfi,Sidi El Makhfi,CSCA,Centre de santé communal avec module d'accouchement
Ifrane,Sidi El Makhfi,Tiouririne,DR,Dispensaire Rural
Ifrane,Sidi El Makhfi,Bekrit,DR,Dispensaire Rural
Inezgane Ait Melloul,Inezgane     ,Inzgane    ,CSU,Centre de santé urbain
Inezgane Ait Melloul,Inezgane     ,Tarraste,CSU,Centre de santé urbain
Inezgane Ait Melloul,Inezgane     ,Jorf,CSU,Centre de santé urbain
Inezgane Ait Melloul,Ait Melloul  ,A.Melloul   ,CSUA,Centre de santé urbain avec module d'accouchement
Inezgane Ait Melloul,Ait Melloul  ,Lemzar,CSU,Centre de santé urbain
Inezgane Ait Melloul,Ait Melloul  ,Kasba Taher,CSU,Centre de santé urbain
Inezgane Ait Melloul,Ait Melloul  ,Azrou,CSU,Centre de santé urbain
Inezgane Ait Melloul,Ait Melloul  ,Chouhada,CSU,Centre de santé urbain
Inezgane Ait Melloul,Dcheira El Jihadia   ,Dcheira,CSU,Centre de santé urbain
Inezgane Ait Melloul,Dcheira El Jihadia   ,Irhalne (Dchira Jihadia (Chalet)),CSUA,Centre de santé urbain avec module d'accouchement
Inezgane Ait Melloul,Lqliaa,Kolea,CSUA,Centre de santé urbain avec module d'accouchement
Inezgane Ait Melloul,Temsia,Temsia,CSCA,Centre de santé communal avec module d'accouchement
Inezgane Ait Melloul,Temsia,Ikhourbane,DR,Dispensaire Rural
Inezgane Ait Melloul,Oulad Dahou,Oulad Dahou,CSC,Centre de santé communal
Inezgane Ait Melloul,Dcheira El Jihadia   ,Dchira Jihadia (Amougay),CSU,Centre de santé urbain
Inezgane Ait Melloul,Temsia,Ait Moussa,DR,Dispensaire Rural
Inezgane Ait Melloul,Oulad Dahou,Ali Ben Haddi,DR,Dispensaire Rural
Inezgane Ait Melloul,Lqliaa,Sidi Daoud,CSU,Centre de santé urbain
Jerada,Jerada,Hassi Blal  ,CSU,Centre de santé urbain
Jerada,Jerada,Jerrada Medina   ,CSU,Centre de santé urbain
Jerada,Jerada,Al Hay L'jadid (Novo Centre),CSU,Centre de santé urbain
Jerada,Jerada,El Massira,CSU,Centre de santé urbain
Jerada,Jerada,Ibn Rochd,CSU,Centre de santé urbain
Jerada,Touissit,Touissit,CSUA,Centre de santé urbain avec module d'accouchement
Jerada,Ain Bni Mathar,Ain Bni Mathar,CSUA,Centre de santé urbain avec module d'accouchement
Jerada,Bni Mathar,Bni Mathar,CSC,Centre de santé communal
Jerada,Oulad Ghziyel,Oulad Ghziyel,CSC,Centre de santé communal
Jerada,Mrija,Mrija,CSCA,Centre de santé communal avec module d'accouchement
Jerada,Guenfouda,Guenfouda,CSCA,Centre de santé communal avec module d'accouchement
Jerada,Laaouinate,Laaouinate,DR,Dispensaire Rural
Jerada,Gafait,Gafait        ,CSCA,Centre de santé communal avec module d'accouchement
Jerada,Lebkhata,Lebkhata,CSC,Centre de santé communal
Jerada,Tiouli,Tiouli,CSC,Centre de santé communal
Jerada,Tiouli,Od EL HIMER,DR,Dispensaire Rural
Jerada,Ras Asfour,Ras Asfour,CSC,Centre de santé communal
Jerada,Sidi Boubker,Sidi Boubker,CSC,Centre de santé communal
Jerada,Oulad Sidi  Abdelhakem,Od Sidi Abdelhakem,CSC,Centre de santé communal
Kenitra,Kenitra,Ahmed Bouihi,CSU,Centre de santé urbain
Kenitra,Kenitra,El Khansa,CSU,Centre de santé urbain
Kenitra,Kenitra,Brahim Soussi,CSU,Centre de santé urbain
Kenitra,Kenitra,My EL HASSAN,CSU,Centre de santé urbain
Kenitra,Kenitra,Mohamed Diouri,CSU,Centre de santé urbain
Kenitra,Kenitra,Villa Haute (Abderahmane Nacer) **,CSU,Centre de santé urbain
Kenitra,Kenitra,Bir Rami,CSU,Centre de santé urbain
Kenitra,Kenitra,Haddada,CSU,Centre de santé urbain
Kenitra,Kenitra,Houman Fetouaki,CSU,Centre de santé urbain
Kenitra,Kenitra,C.Diagnostic Tuberculose,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Kenitra,Kenitra,My ABDELLAH,CRPF,CRPF
Kenitra,Kenitra,Labo. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Kenitra,Kenitra,Okba,CSU,Centre de santé urbain
Kenitra,Kenitra,Rjafellah,CSU,Centre de santé urbain
Kenitra,Kenitra,Abder. Labzar,CSU,Centre de santé urbain
Kenitra,Kenitra,Allal B.Abdellah,CSU,Centre de santé urbain
Kenitra,Kenitra,Souk Sebt,CSU,Centre de santé urbain
Kenitra,Kenitra,Med ZERKTOUNI,CSU,Centre de santé urbain
Kenitra,Kenitra,M'barek Bel Gada (Habita),CSU,Centre de santé urbain
Kenitra,Kenitra,Chouhada,CSU,Centre de santé urbain
Kenitra,Arbaoua,Arbaoua,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Oued El Makhazine,Blad Lanjri,CSC,Centre de santé communal
Kenitra,Kariat Ben Aouda,Kariat Ben Aouda (1),CSC,Centre de santé communal
Kenitra,Beni Malek,Lalla Ghanou,CSC,Centre de santé communal
Kenitra,Sidi Allal Tazi,Sidi Allal Tazi (2),CSC,Centre de santé communal
Kenitra,Souk Tlet El Gharb,Souk Tlat,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Sidi Mohamed Lahmar,S.Mohamed Lahmer,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Moulay Bousselham,My BOUSSELHAM (3),CSC,Centre de santé communal
Kenitra,Moulay Bousselham,Dlalha,DR,Dispensaire Rural
Kenitra,Lalla Mimouna,Lalla Mimouna,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Chouafaa,Dar El Harrak,CSC,Centre de santé communal
Kenitra,Chouafaa,Ouled Ahmed,DR,Dispensaire Rural
Kenitra,Sidi Boubker El Haj,S.Boubker El Haj,CSC,Centre de santé communal
Kenitra,Mehdya,Kasbah (Mehdya),CSU,Centre de santé urbain
Kenitra,Ameur Seflia,Dhor Lokbar,CSC,Centre de santé communal
Kenitra,Bahhara Oulad Ayad,Od MESBAH ROUIF  ,CSC,Centre de santé communal
Kenitra,Mnasra,Od LASSAL,CSC,Centre de santé communal
Kenitra,Mnasra,Mnasra,DR,Dispensaire Rural
Kenitra,Ben Mansour,Had Od Jelloul,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Ben Mansour,S.Hachmi Bahraoui,DR,Dispensaire Rural
Kenitra,Ben Mansour,Oulad Mhamed,DR,Dispensaire Rural
Kenitra,Sidi Taibi,Sidi Taibi,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Haddada,Mgadid,CSC,Centre de santé communal
Kenitra,Haddada,Mechraa El Kettane,DR,Dispensaire Rural
Kenitra,Oulad Slama,Sidi Ayach (Od Slama),DR,Dispensaire Rural
Kenitra,Mograne,Mograne,CSCA,Centre de santé communal avec module d'accouchement
Kenitra,Mograne,Kariat Sidi  Aissa,DR,Dispensaire Rural
Kenitra,Souk El Arbaa,Hay Salam,CSU,Centre de santé urbain
Kenitra,Souk El Arbaa,Souk El Arbaa,CSU,Centre de santé urbain
Khémisset,Khemisset,Essaada,CSU,Centre de santé urbain
Khémisset,Khemisset,Essalam,CSU,Centre de santé urbain
Khémisset,Khemisset,Moussa Bnou Nouceir,CSU,Centre de santé urbain
Khémisset,Khemisset,Maamora,CSU,Centre de santé urbain
Khémisset,Khemisset,El Yassmine,CSU,Centre de santé urbain
Khémisset,Rommani,Roummani,CSU,Centre de santé urbain
Khémisset,Tiflet,Tiflet,CSU,Centre de santé urbain
Khémisset,Tiflet,Andalous,CSU,Centre de santé urbain
Khémisset,Ait Siberne,Ait Siberne,CSC,Centre de santé communal
Khémisset,Ait Mimoune,Ait Mimoune,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Ait Mimoune,Ouljate Soltane,DR,Dispensaire Rural
Khémisset,Ait Ouribel,Had Khammouja,CSC,Centre de santé communal
Khémisset,Majmaa Tolba,Majmaa Tolba,CSC,Centre de santé communal
Khémisset,Majmaa Tolba,Birrejline,DR,Dispensaire Rural
Khémisset,El Ganzra,El Ganzra,CSC,Centre de santé communal
Khémisset,El Ganzra,Ait Ounzar,DR,Dispensaire Rural
Khémisset,Ait Yadine,Ait Yadine,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Sfassif,Sfassif,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Sidi Allal Lamsadder,S.Allal Lamsadder,CSC,Centre de santé communal
Khémisset,Sidi El Ghandour,Sidi El Rhandour,CSC,Centre de santé communal
Khémisset,Sidi El Ghandour,Sidi Meziane,DR,Dispensaire Rural
Khémisset,Houderrane,Houderrane,CSC,Centre de santé communal
Khémisset,Maaziz,Maaziz,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Ait Ikkou,Ait Ikkou,CSC,Centre de santé communal
Khémisset,Bouqachmir,Bouqachmir,CSC,Centre de santé communal
Khémisset,Ait Ichou,Tiliouine,CSC,Centre de santé communal
Khémisset,Oulmes,Oulmes  ,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Oulmes,Tarmilate,DR,Dispensaire Rural
Khémisset,Tiddas,Tiddas,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Brachoua,Brachoua,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Brachoua,N'khila,DR,Dispensaire Rural
Khémisset,Moulay Driss Aghbal,My DRISS AGHBAL,CSC,Centre de santé communal
Khémisset,Jemaat Moul Blad,Jemaat Moul Blad,CSC,Centre de santé communal
Khémisset,Laghoualem,Laghoualem,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Marchouch,Marchouch,CSC,Centre de santé communal
Khémisset,Ain Sbit,Ain Sbit,CSC,Centre de santé communal
Khémisset,Ezzhiliga,Ezzhiliga,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,M'qam Tolba,Mqam Tolba,CSC,Centre de santé communal
Khémisset,Sidi Abderrazak,Sidi Abderrazak,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Ait Malek,Tnine Moughane,CSC,Centre de santé communal
Khémisset,Sidi Allal El Bahraoui,S.Allal Bahraoui,CSUA,Centre de santé urbain avec module d'accouchement
Khémisset,Ain johra -sidi Boukhalkhal,Ain Johra,CSC,Centre de santé communal
Khémisset,Ain johra -sidi Boukhalkhal,S.Boukhalkhal,CSC,Centre de santé communal
Khémisset,Ait Belkacem,Ait Belkacem,CSC,Centre de santé communal
Khémisset,Khemis Sidi Yahya,Khemis Sidi Yahya,CSCA,Centre de santé communal avec module d'accouchement
Khémisset,Ait Bouyahya  El Hajjama,Hajjama,CSC,Centre de santé communal
Khémisset,Ait Bouyahya  El Hajjama,Ait Bouyahia,DR,Dispensaire Rural
Khémisset,Khemisset,Maamora,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Khémisset,Khemisset,Maamora,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Khenifra,Khenifra,Hassan II,CSU,Centre de santé urbain
Khenifra,Khenifra,Assaka,CSU,Centre de santé urbain
Khenifra,Khenifra,Hamria,CSU,Centre de santé urbain
Khenifra,Khenifra,Tiallaline,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Khenifra,Khenifra,KHENIFRA (Perriurbain),CSU,Centre de santé urbain
Khenifra,Khenifra,Q.Administratif,CSU,Centre de santé urbain
Khenifra,Khenifra,Tiallaline,CSU,Centre de santé urbain
Khenifra,Khenifra,Khenifra(Hôpital),LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Khenifra,El Hammam,Tighza,CSCA,Centre de santé communal avec module d'accouchement
Khenifra,M'rirt,Quartier Aqministratif,CSU,Centre de santé urbain
Khenifra,M'rirt,M'rirt,CSUA,Centre de santé urbain avec module d'accouchement
Khenifra,M'rirt,Tahajaouite,CSU,Centre de santé urbain
Khenifra,Ouaoumana,Ouaoumana,CSC,Centre de santé communal
Khenifra,Ouaoumana,Aourach,DR,Dispensaire Rural
Khenifra,Ait Ishaq,Ait Ishaq,CSCA,Centre de santé communal avec module d'accouchement
Khenifra,El Kbab,El Kbab,CSCA,Centre de santé communal avec module d'accouchement
Khenifra,Tighassaline,Tighassaline,CSC,Centre de santé communal
Khenifra,Tighassaline,Timdghass,DR,Dispensaire Rural
Khenifra,Sidi Yahya Ou Saad,S.Yahya Ou Saad,CSC,Centre de santé communal
Khenifra,Sidi Yahya Ou Saad,Tikajiouine,DR,Dispensaire Rural
Khenifra,Ait Saadelli,Tamakaidoute,CSC,Centre de santé communal
Khenifra,Kerrouchen,Kerrouchen,CSCA,Centre de santé communal avec module d'accouchement
Khenifra,Sidi Hcine,Lagouida,CSC,Centre de santé communal
Khenifra,Aguelmous,Aguelmous,CSCA,Centre de santé communal avec module d'accouchement
Khenifra,Aguelmous,Ait Kassou,DR,Dispensaire Rural
Khenifra,Sidi Amar,Sidi Amar,CSC,Centre de santé communal
Khenifra,Sidi Lamine,Kaf N'sour,CSCA,Centre de santé communal avec module d'accouchement
Khenifra,Sidi Lamine,Sidi Bouabbad,DR,Dispensaire Rural
Khenifra,El Borj,El Borj,CSC,Centre de santé communal
Khenifra,Aguelmam Azegza,Arrougou,DR,Dispensaire Rural
